observation_id|report_type|date_time|date_time_meaning|latitude|longitude|observation_height_above_station_surface|observed_variable|units|observation_value|value_significance|observation_duration|platform_type|station_type|primary_station_id|station_name|quality_flag|data_policy_licence|source_id 
AG000060590-4-1997-12-85-0|2|1997-12-01 00:00:00+00|1|30.5667|2.8667|2|85|005|292.38|0|14||1|AG000060590|EL-GOLEA GSN|0|1|231
AG000060590-4-1997-12-85-1|2|1997-12-01 00:00:00+00|1|30.5667|2.8667|2|85|005|277.92|1|14||1|AG000060590|EL-GOLEA GSN|0|1|231
AG000060590-4-1997-12-85-2|2|1997-12-01 00:00:00+00|1|30.5667|2.8667|2|85|005|285.15|2|14||1|AG000060590|EL-GOLEA GSN|3|1|231
AG000060590-5-1997-12-44-13|2|1997-12-01 00:00:00+00|1|30.5667|2.8667|1|44|710|0.0|13|14||1|AG000060590|EL-GOLEA GSN|0|1|232
AG000060590-4-1998-01-85-0|2|1998-01-01 00:00:00+00|1|30.5667|2.8667|2|85|005|291.37|0|14||1|AG000060590|EL-GOLEA GSN|0|1|231
AG000060590-4-1998-01-85-1|2|1998-01-01 00:00:00+00|1|30.5667|2.8667|2|85|005|277.86|1|14||1|AG000060590|EL-GOLEA GSN|0|1|231
AG000060590-4-1998-01-85-2|2|1998-01-01 00:00:00+00|1|30.5667|2.8667|2|85|005|284.61|2|14||1|AG000060590|EL-GOLEA GSN|3|1|231
AG000060590-5-1998-01-44-13|2|1998-01-01 00:00:00+00|1|30.5667|2.8667|1|44|710|0.0|13|14||1|AG000060590|EL-GOLEA GSN|0|1|232
AG000060590-4-1998-02-85-0|2|1998-02-01 00:00:00+00|1|30.5667|2.8667|2|85|005|293.47|0|14||1|AG000060590|EL-GOLEA GSN|0|1|231
AG000060590-4-1998-02-85-1|2|1998-02-01 00:00:00+00|1|30.5667|2.8667|2|85|005|280.35|1|14||1|AG000060590|EL-GOLEA GSN|0|1|231
AG000060590-4-1998-02-85-2|2|1998-02-01 00:00:00+00|1|30.5667|2.8667|2|85|005|286.91|2|14||1|AG000060590|EL-GOLEA GSN|3|1|231
AG000060590-5-1998-02-44-13|2|1998-02-01 00:00:00+00|1|30.5667|2.8667|1|44|710|0.0|13|14||1|AG000060590|EL-GOLEA GSN|0|1|232
AG000060590-4-1998-03-85-0|2|1998-03-01 00:00:00+00|1|30.5667|2.8667|2|85|005|296.44|0|14||1|AG000060590|EL-GOLEA GSN|0|1|231
AG000060590-4-1998-03-85-1|2|1998-03-01 00:00:00+00|1|30.5667|2.8667|2|85|005|280.55|1|14||1|AG000060590|EL-GOLEA GSN|0|1|231
AG000060590-4-1998-03-85-2|2|1998-03-01 00:00:00+00|1|30.5667|2.8667|2|85|005|288.49|2|14||1|AG000060590|EL-GOLEA GSN|3|1|231
AG000060590-5-1998-03-44-13|2|1998-03-01 00:00:00+00|1|30.5667|2.8667|1|44|710|0.0|13|14||1|AG000060590|EL-GOLEA GSN|0|1|232
AG000060590-4-1998-04-85-0|2|1998-04-01 00:00:00+00|1|30.5667|2.8667|2|85|005|303.48|0|14||1|AG000060590|EL-GOLEA GSN|0|1|231
AG000060590-4-1998-04-85-1|2|1998-04-01 00:00:00+00|1|30.5667|2.8667|2|85|005|288.11|1|14||1|AG000060590|EL-GOLEA GSN|0|1|231
AG000060590-4-1998-04-85-2|2|1998-04-01 00:00:00+00|1|30.5667|2.8667|2|85|005|295.79|2|14||1|AG000060590|EL-GOLEA GSN|3|1|231
AG000060590-5-1998-04-44-13|2|1998-04-01 00:00:00+00|1|30.5667|2.8667|1|44|710|1.0|13|14||1|AG000060590|EL-GOLEA GSN|0|1|232
AG000060590-4-1998-05-85-0|2|1998-05-01 00:00:00+00|1|30.5667|2.8667|2|85|005|305.98|0|14||1|AG000060590|EL-GOLEA GSN|0|1|231
AG000060590-4-1998-05-85-1|2|1998-05-01 00:00:00+00|1|30.5667|2.8667|2|85|005|291.24|1|14||1|AG000060590|EL-GOLEA GSN|0|1|231
AG000060590-4-1998-05-85-2|2|1998-05-01 00:00:00+00|1|30.5667|2.8667|2|85|005|298.61|2|14||1|AG000060590|EL-GOLEA GSN|3|1|231
AG000060590-5-1998-05-44-13|2|1998-05-01 00:00:00+00|1|30.5667|2.8667|1|44|710|0.0|13|14||1|AG000060590|EL-GOLEA GSN|0|1|232
AG000060590-4-1998-06-85-0|2|1998-06-01 00:00:00+00|1|30.5667|2.8667|2|85|005|311.54|0|14||1|AG000060590|EL-GOLEA GSN|0|1|231
AG000060590-4-1998-06-85-1|2|1998-06-01 00:00:00+00|1|30.5667|2.8667|2|85|005|297.79|1|14||1|AG000060590|EL-GOLEA GSN|0|1|231
AG000060590-4-1998-06-85-2|2|1998-06-01 00:00:00+00|1|30.5667|2.8667|2|85|005|304.67|2|14||1|AG000060590|EL-GOLEA GSN|3|1|231
AG000060590-5-1998-06-44-13|2|1998-06-01 00:00:00+00|1|30.5667|2.8667|1|44|710|0.0|13|14||1|AG000060590|EL-GOLEA GSN|0|1|232
AG000060590-4-1998-07-85-0|2|1998-07-01 00:00:00+00|1|30.5667|2.8667|2|85|005|315.47|0|14||1|AG000060590|EL-GOLEA GSN|0|1|231
AG000060590-4-1998-07-85-1|2|1998-07-01 00:00:00+00|1|30.5667|2.8667|2|85|005|299.23|1|14||1|AG000060590|EL-GOLEA GSN|0|1|231
AG000060590-4-1998-07-85-2|2|1998-07-01 00:00:00+00|1|30.5667|2.8667|2|85|005|307.35|2|14||1|AG000060590|EL-GOLEA GSN|3|1|231
AG000060590-5-1998-07-44-13|2|1998-07-01 00:00:00+00|1|30.5667|2.8667|1|44|710|0.0|13|14||1|AG000060590|EL-GOLEA GSN|0|1|232
AG000060590-4-1998-08-85-0|2|1998-08-01 00:00:00+00|1|30.5667|2.8667|2|85|005|315.22|0|14||1|AG000060590|EL-GOLEA GSN|0|1|231
AG000060590-4-1998-08-85-1|2|1998-08-01 00:00:00+00|1|30.5667|2.8667|2|85|005|298.54|1|14||1|AG000060590|EL-GOLEA GSN|0|1|231
AG000060590-4-1998-08-85-2|2|1998-08-01 00:00:00+00|1|30.5667|2.8667|2|85|005|306.88|2|14||1|AG000060590|EL-GOLEA GSN|3|1|231
AG000060590-5-1998-08-44-13|2|1998-08-01 00:00:00+00|1|30.5667|2.8667|1|44|710|0.0|13|14||1|AG000060590|EL-GOLEA GSN|0|1|232
AG000060590-4-1998-09-85-0|2|1998-09-01 00:00:00+00|1|30.5667|2.8667|2|85|005|312.44|0|14||1|AG000060590|EL-GOLEA GSN|0|1|231
AG000060590-4-1998-09-85-1|2|1998-09-01 00:00:00+00|1|30.5667|2.8667|2|85|005|296.78|1|14||1|AG000060590|EL-GOLEA GSN|0|1|231
AG000060590-4-1998-09-85-2|2|1998-09-01 00:00:00+00|1|30.5667|2.8667|2|85|005|304.61|2|14||1|AG000060590|EL-GOLEA GSN|3|1|231
AG000060590-5-1998-09-44-13|2|1998-09-01 00:00:00+00|1|30.5667|2.8667|1|44|710|0.0|13|14||1|AG000060590|EL-GOLEA GSN|0|1|232
AG000060590-4-1998-10-85-0|2|1998-10-01 00:00:00+00|1|30.5667|2.8667|2|85|005|301.60|0|14||1|AG000060590|EL-GOLEA GSN|0|1|231
AG000060590-4-1998-10-85-1|2|1998-10-01 00:00:00+00|1|30.5667|2.8667|2|85|005|287.74|1|14||1|AG000060590|EL-GOLEA GSN|0|1|231
AG000060590-4-1998-10-85-2|2|1998-10-01 00:00:00+00|1|30.5667|2.8667|2|85|005|294.67|2|14||1|AG000060590|EL-GOLEA GSN|3|1|231
AG000060590-5-1998-10-44-13|2|1998-10-01 00:00:00+00|1|30.5667|2.8667|1|44|710|0.0|13|14||1|AG000060590|EL-GOLEA GSN|0|1|232
AG000060590-4-1998-11-85-0|2|1998-11-01 00:00:00+00|1|30.5667|2.8667|2|85|005|296.92|0|14||1|AG000060590|EL-GOLEA GSN|0|1|231
AG000060590-4-1998-11-85-1|2|1998-11-01 00:00:00+00|1|30.5667|2.8667|2|85|005|279.89|1|14||1|AG000060590|EL-GOLEA GSN|0|1|231
AG000060590-4-1998-11-85-2|2|1998-11-01 00:00:00+00|1|30.5667|2.8667|2|85|005|288.41|2|14||1|AG000060590|EL-GOLEA GSN|3|1|231
AG000060590-5-1998-11-44-13|2|1998-11-01 00:00:00+00|1|30.5667|2.8667|1|44|710|0.0|13|14||1|AG000060590|EL-GOLEA GSN|0|1|232
AG000060590-4-1998-12-85-0|2|1998-12-01 00:00:00+00|1|30.5667|2.8667|2|85|005|289.73|0|14||1|AG000060590|EL-GOLEA GSN|0|1|231
AG000060590-4-1998-12-85-1|2|1998-12-01 00:00:00+00|1|30.5667|2.8667|2|85|005|274.68|1|14||1|AG000060590|EL-GOLEA GSN|0|1|231
AG000060590-4-1998-12-85-2|2|1998-12-01 00:00:00+00|1|30.5667|2.8667|2|85|005|282.21|2|14||1|AG000060590|EL-GOLEA GSN|3|1|231
AG000060590-5-1998-12-44-13|2|1998-12-01 00:00:00+00|1|30.5667|2.8667|1|44|710|0.0|13|14||1|AG000060590|EL-GOLEA GSN|0|1|232
AG000060590-6-1999-01-85-0|2|1999-01-01 00:00:00+00|1|30.5667|2.8667|2|85|005|289.62|0|14||1|AG000060590|EL-GOLEA GSN|0|1|166
AG000060590-6-1999-01-85-1|2|1999-01-01 00:00:00+00|1|30.5667|2.8667|2|85|005|277.31|1|14||1|AG000060590|EL-GOLEA GSN|0|1|166
AG000060590-6-1999-01-85-2|2|1999-01-01 00:00:00+00|1|30.5667|2.8667|2|85|005|283.46|2|14||1|AG000060590|EL-GOLEA GSN|3|1|166
AG000060590-6-1999-02-85-0|2|1999-02-01 00:00:00+00|1|30.5667|2.8667|2|85|005|291.31|0|14||1|AG000060590|EL-GOLEA GSN|0|1|166
AG000060590-6-1999-02-85-1|2|1999-02-01 00:00:00+00|1|30.5667|2.8667|2|85|005|277.53|1|14||1|AG000060590|EL-GOLEA GSN|0|1|166
AG000060590-6-1999-02-85-2|2|1999-02-01 00:00:00+00|1|30.5667|2.8667|2|85|005|284.42|2|14||1|AG000060590|EL-GOLEA GSN|3|1|166
AG000060590-6-1999-03-85-0|2|1999-03-01 00:00:00+00|1|30.5667|2.8667|2|85|005|298.35|0|14||1|AG000060590|EL-GOLEA GSN|0|1|166
AG000060590-6-1999-03-85-1|2|1999-03-01 00:00:00+00|1|30.5667|2.8667|2|85|005|282.14|1|14||1|AG000060590|EL-GOLEA GSN|0|1|166
AG000060590-6-1999-03-85-2|2|1999-03-01 00:00:00+00|1|30.5667|2.8667|2|85|005|290.24|2|14||1|AG000060590|EL-GOLEA GSN|3|1|166
AG000060590-6-1999-04-85-1|2|1999-04-01 00:00:00+00|1|30.5667|2.8667|2|85|005|288.05|1|14||1|AG000060590|EL-GOLEA GSN|0|1|166
AG000060590-6-1999-05-85-1|2|1999-05-01 00:00:00+00|1|30.5667|2.8667|2|85|005|294.20|1|14||1|AG000060590|EL-GOLEA GSN|0|1|166
AG000060590-6-1999-06-85-1|2|1999-06-01 00:00:00+00|1|30.5667|2.8667|2|85|005|296.84|1|14||1|AG000060590|EL-GOLEA GSN|0|1|166
AG000060590-6-1999-07-85-0|2|1999-07-01 00:00:00+00|1|30.5667|2.8667|2|85|005|316.96|0|14||1|AG000060590|EL-GOLEA GSN|0|1|166
AG000060590-6-1999-07-85-1|2|1999-07-01 00:00:00+00|1|30.5667|2.8667|2|85|005|300.48|1|14||1|AG000060590|EL-GOLEA GSN|0|1|166
AG000060590-6-1999-07-85-2|2|1999-07-01 00:00:00+00|1|30.5667|2.8667|2|85|005|308.72|2|14||1|AG000060590|EL-GOLEA GSN|3|1|166
AG000060590-6-1999-08-85-0|2|1999-08-01 00:00:00+00|1|30.5667|2.8667|2|85|005|317.42|0|14||1|AG000060590|EL-GOLEA GSN|0|1|166
AG000060590-6-1999-10-85-0|2|1999-10-01 00:00:00+00|1|30.5667|2.8667|2|85|005|306.64|0|14||1|AG000060590|EL-GOLEA GSN|0|1|166
AG000060590-6-1999-10-85-1|2|1999-10-01 00:00:00+00|1|30.5667|2.8667|2|85|005|291.03|1|14||1|AG000060590|EL-GOLEA GSN|0|1|166
AG000060590-6-1999-10-85-2|2|1999-10-01 00:00:00+00|1|30.5667|2.8667|2|85|005|298.83|2|14||1|AG000060590|EL-GOLEA GSN|3|1|166
AG000060590-6-1999-11-85-0|2|1999-11-01 00:00:00+00|1|30.5667|2.8667|2|85|005|294.38|0|14||1|AG000060590|EL-GOLEA GSN|0|1|166
AG000060590-6-1999-12-85-0|2|1999-12-01 00:00:00+00|1|30.5667|2.8667|2|85|005|289.27|0|14||1|AG000060590|EL-GOLEA GSN|0|1|166
AG000060590-6-2000-01-85-0|2|2000-01-01 00:00:00+00|1|30.5667|2.8667|2|85|005|288.60|0|14||1|AG000060590|EL-GOLEA GSN|0|1|166
AG000060590-6-2000-01-85-1|2|2000-01-01 00:00:00+00|1|30.5667|2.8667|2|85|005|275.91|1|14||1|AG000060590|EL-GOLEA GSN|0|1|166
AG000060590-6-2000-01-85-2|2|2000-01-01 00:00:00+00|1|30.5667|2.8667|2|85|005|282.25|2|14||1|AG000060590|EL-GOLEA GSN|3|1|166
AG000060590-6-2000-02-85-0|2|2000-02-01 00:00:00+00|1|30.5667|2.8667|2|85|005|293.32|0|14||1|AG000060590|EL-GOLEA GSN|0|1|166
AG000060590-6-2000-02-85-1|2|2000-02-01 00:00:00+00|1|30.5667|2.8667|2|85|005|277.91|1|14||1|AG000060590|EL-GOLEA GSN|0|1|166
AG000060590-6-2000-02-85-2|2|2000-02-01 00:00:00+00|1|30.5667|2.8667|2|85|005|285.62|2|14||1|AG000060590|EL-GOLEA GSN|3|1|166
AG000060590-6-2000-03-85-0|2|2000-03-01 00:00:00+00|1|30.5667|2.8667|2|85|005|299.33|0|14||1|AG000060590|EL-GOLEA GSN|0|1|166
AG000060590-6-2000-03-85-1|2|2000-03-01 00:00:00+00|1|30.5667|2.8667|2|85|005|282.87|1|14||1|AG000060590|EL-GOLEA GSN|0|1|166
AG000060590-6-2000-03-85-2|2|2000-03-01 00:00:00+00|1|30.5667|2.8667|2|85|005|291.10|2|14||1|AG000060590|EL-GOLEA GSN|3|1|166
AG000060590-6-2000-04-85-0|2|2000-04-01 00:00:00+00|1|30.5667|2.8667|2|85|005|304.15|0|14||1|AG000060590|EL-GOLEA GSN|0|1|166
AG000060590-6-2000-05-85-1|2|2000-05-01 00:00:00+00|1|30.5667|2.8667|2|85|005|293.62|1|14||1|AG000060590|EL-GOLEA GSN|0|1|166
AG000060590-6-2000-06-85-0|2|2000-06-01 00:00:00+00|1|30.5667|2.8667|2|85|005|311.71|0|14||1|AG000060590|EL-GOLEA GSN|0|1|166
AG000060590-6-2000-06-85-1|2|2000-06-01 00:00:00+00|1|30.5667|2.8667|2|85|005|295.73|1|14||1|AG000060590|EL-GOLEA GSN|0|1|166
AG000060590-6-2000-06-85-2|2|2000-06-01 00:00:00+00|1|30.5667|2.8667|2|85|005|303.72|2|14||1|AG000060590|EL-GOLEA GSN|3|1|166
AG000060590-6-2000-08-85-0|2|2000-08-01 00:00:00+00|1|30.5667|2.8667|2|85|005|313.41|0|14||1|AG000060590|EL-GOLEA GSN|0|1|166
AG000060590-6-2000-08-85-1|2|2000-08-01 00:00:00+00|1|30.5667|2.8667|2|85|005|298.60|1|14||1|AG000060590|EL-GOLEA GSN|0|1|166
AG000060590-6-2000-08-85-2|2|2000-08-01 00:00:00+00|1|30.5667|2.8667|2|85|005|306.01|2|14||1|AG000060590|EL-GOLEA GSN|3|1|166
AG000060590-6-2000-09-85-1|2|2000-09-01 00:00:00+00|1|30.5667|2.8667|2|85|005|295.08|1|14||1|AG000060590|EL-GOLEA GSN|0|1|166
AG000060590-6-2000-12-85-0|2|2000-12-01 00:00:00+00|1|30.5667|2.8667|2|85|005|293.95|0|14||1|AG000060590|EL-GOLEA GSN|0|1|166
AG000060590-6-2001-03-85-0|2|2001-03-01 00:00:00+00|1|30.5667|2.8667|2|85|005|302.52|0|14||1|AG000060590|EL-GOLEA GSN|0|1|166
AG000060590-6-2001-05-85-1|2|2001-05-01 00:00:00+00|1|30.5667|2.8667|2|85|005|291.14|1|14||1|AG000060590|EL-GOLEA GSN|0|1|166
AG000060590-6-2001-09-85-1|2|2001-09-01 00:00:00+00|1|30.5667|2.8667|2|85|005|297.26|1|14||1|AG000060590|EL-GOLEA GSN|0|1|166
AG000060590-6-2001-10-85-1|2|2001-10-01 00:00:00+00|1|30.5667|2.8667|2|85|005|291.55|1|14||1|AG000060590|EL-GOLEA GSN|0|1|166
AG000060590-6-2001-12-85-1|2|2001-12-01 00:00:00+00|1|30.5667|2.8667|2|85|005|276.69|1|14||1|AG000060590|EL-GOLEA GSN|0|1|166
AG000060590-6-2002-01-85-1|2|2002-01-01 00:00:00+00|1|30.5667|2.8667|2|85|005|274.60|1|14||1|AG000060590|EL-GOLEA GSN|0|1|166
AG000060590-6-2002-02-85-0|2|2002-02-01 00:00:00+00|1|30.5667|2.8667|2|85|005|294.63|0|14||1|AG000060590|EL-GOLEA GSN|0|1|166
AG000060590-6-2002-03-85-1|2|2002-03-01 00:00:00+00|1|30.5667|2.8667|2|85|005|282.50|1|14||1|AG000060590|EL-GOLEA GSN|0|1|166
AG000060590-6-2002-04-85-1|2|2002-04-01 00:00:00+00|1|30.5667|2.8667|2|85|005|285.08|1|14||1|AG000060590|EL-GOLEA GSN|0|1|166
AG000060590-6-2002-05-85-1|2|2002-05-01 00:00:00+00|1|30.5667|2.8667|2|85|005|292.23|1|14||1|AG000060590|EL-GOLEA GSN|0|1|166
AG000060590-6-2002-07-85-0|2|2002-07-01 00:00:00+00|1|30.5667|2.8667|2|85|005|317.29|0|14||1|AG000060590|EL-GOLEA GSN|0|1|166
AG000060590-6-2002-07-85-1|2|2002-07-01 00:00:00+00|1|30.5667|2.8667|2|85|005|300.62|1|14||1|AG000060590|EL-GOLEA GSN|0|1|166
AG000060590-6-2002-07-85-2|2|2002-07-01 00:00:00+00|1|30.5667|2.8667|2|85|005|308.96|2|14||1|AG000060590|EL-GOLEA GSN|3|1|166
AG000060590-6-2002-08-85-0|2|2002-08-01 00:00:00+00|1|30.5667|2.8667|2|85|005|315.80|0|14||1|AG000060590|EL-GOLEA GSN|0|1|166
AG000060590-6-2002-09-85-0|2|2002-09-01 00:00:00+00|1|30.5667|2.8667|2|85|005|310.68|0|14||1|AG000060590|EL-GOLEA GSN|0|1|166
AG000060590-6-2002-09-85-1|2|2002-09-01 00:00:00+00|1|30.5667|2.8667|2|85|005|295.86|1|14||1|AG000060590|EL-GOLEA GSN|0|1|166
AG000060590-6-2002-09-85-2|2|2002-09-01 00:00:00+00|1|30.5667|2.8667|2|85|005|303.27|2|14||1|AG000060590|EL-GOLEA GSN|3|1|166
AG000060590-6-2002-09-44-13|2|2002-09-01 00:00:00+00|1|30.5667|2.8667|1|44|710|0.3|13|14||1|AG000060590|EL-GOLEA GSN|0|1|166
AG000060590-6-2002-10-85-0|2|2002-10-01 00:00:00+00|1|30.5667|2.8667|2|85|005|303.39|0|14||1|AG000060590|EL-GOLEA GSN|0|1|166
AG000060590-6-2002-10-44-13|2|2002-10-01 00:00:00+00|1|30.5667|2.8667|1|44|710|93.0|13|14||1|AG000060590|EL-GOLEA GSN|0|1|166
AG000060590-6-2002-12-44-13|2|2002-12-01 00:00:00+00|1|30.5667|2.8667|1|44|710|0.0|13|14||1|AG000060590|EL-GOLEA GSN|0|1|166
AG000060590-6-2003-01-44-13|2|2003-01-01 00:00:00+00|1|30.5667|2.8667|1|44|710|0.0|13|14||1|AG000060590|EL-GOLEA GSN|0|1|166
AG000060590-6-2003-02-44-13|2|2003-02-01 00:00:00+00|1|30.5667|2.8667|1|44|710|1.0|13|14||1|AG000060590|EL-GOLEA GSN|0|1|166
AG000060590-6-2003-03-44-13|2|2003-03-01 00:00:00+00|1|30.5667|2.8667|1|44|710|24.9|13|14||1|AG000060590|EL-GOLEA GSN|0|1|166
AG000060590-6-2003-04-44-13|2|2003-04-01 00:00:00+00|1|30.5667|2.8667|1|44|710|61.0|13|14||1|AG000060590|EL-GOLEA GSN|0|1|166
AG000060590-6-2003-05-85-0|2|2003-05-01 00:00:00+00|1|30.5667|2.8667|2|85|005|308.23|0|14||1|AG000060590|EL-GOLEA GSN|0|1|166
AG000060590-6-2003-06-85-0|2|2003-06-01 00:00:00+00|1|30.5667|2.8667|2|85|005|312.29|0|14||1|AG000060590|EL-GOLEA GSN|0|1|166
AG000060590-6-2003-06-85-1|2|2003-06-01 00:00:00+00|1|30.5667|2.8667|2|85|005|297.26|1|14||1|AG000060590|EL-GOLEA GSN|0|1|166
AG000060590-6-2003-06-85-2|2|2003-06-01 00:00:00+00|1|30.5667|2.8667|2|85|005|304.78|2|14||1|AG000060590|EL-GOLEA GSN|3|1|166
AG000060590-6-2003-07-85-0|2|2003-07-01 00:00:00+00|1|30.5667|2.8667|2|85|005|317.05|0|14||1|AG000060590|EL-GOLEA GSN|0|1|166
AG000060590-6-2003-07-85-1|2|2003-07-01 00:00:00+00|1|30.5667|2.8667|2|85|005|300.35|1|14||1|AG000060590|EL-GOLEA GSN|0|1|166
AG000060590-6-2003-07-85-2|2|2003-07-01 00:00:00+00|1|30.5667|2.8667|2|85|005|308.70|2|14||1|AG000060590|EL-GOLEA GSN|3|1|166
AG000060590-6-2003-07-44-13|2|2003-07-01 00:00:00+00|1|30.5667|2.8667|1|44|710|0.0|13|14||1|AG000060590|EL-GOLEA GSN|0|1|166
AG000060590-6-2003-08-85-0|2|2003-08-01 00:00:00+00|1|30.5667|2.8667|2|85|005|313.82|0|14||1|AG000060590|EL-GOLEA GSN|0|1|166
AG000060590-6-2003-08-44-13|2|2003-08-01 00:00:00+00|1|30.5667|2.8667|1|44|710|0.0|13|14||1|AG000060590|EL-GOLEA GSN|0|1|166
AG000060590-6-2003-09-85-0|2|2003-09-01 00:00:00+00|1|30.5667|2.8667|2|85|005|310.18|0|14||1|AG000060590|EL-GOLEA GSN|0|1|166
AG000060590-6-2003-09-85-1|2|2003-09-01 00:00:00+00|1|30.5667|2.8667|2|85|005|293.16|1|14||1|AG000060590|EL-GOLEA GSN|0|1|166
AG000060590-6-2003-09-85-2|2|2003-09-01 00:00:00+00|1|30.5667|2.8667|2|85|005|301.67|2|14||1|AG000060590|EL-GOLEA GSN|3|1|166
AG000060590-6-2003-09-44-13|2|2003-09-01 00:00:00+00|1|30.5667|2.8667|1|44|710|2.0|13|14||1|AG000060590|EL-GOLEA GSN|0|1|166
AG000060590-6-2003-10-44-13|2|2003-10-01 00:00:00+00|1|30.5667|2.8667|1|44|710|0.8|13|14||1|AG000060590|EL-GOLEA GSN|0|1|166
AG000060590-6-2003-11-85-1|2|2003-11-01 00:00:00+00|1|30.5667|2.8667|2|85|005|280.55|1|14||1|AG000060590|EL-GOLEA GSN|0|1|166
AG000060590-6-2003-12-85-1|2|2003-12-01 00:00:00+00|1|30.5667|2.8667|2|85|005|275.56|1|14||1|AG000060590|EL-GOLEA GSN|0|1|166
AG000060590-6-2003-12-44-13|2|2003-12-01 00:00:00+00|1|30.5667|2.8667|1|44|710|0.0|13|14||1|AG000060590|EL-GOLEA GSN|0|1|166
AG000060590-6-2004-02-44-13|2|2004-02-01 00:00:00+00|1|30.5667|2.8667|1|44|710|0.0|13|14||1|AG000060590|EL-GOLEA GSN|0|1|166
AG000060590-6-2004-03-85-0|2|2004-03-01 00:00:00+00|1|30.5667|2.8667|2|85|005|300.24|0|14||1|AG000060590|EL-GOLEA GSN|0|1|166
AG000060590-6-2004-03-44-13|2|2004-03-01 00:00:00+00|1|30.5667|2.8667|1|44|710|45.2|13|14||1|AG000060590|EL-GOLEA GSN|0|1|166
AG000060590-6-2004-04-44-13|2|2004-04-01 00:00:00+00|1|30.5667|2.8667|1|44|710|27.7|13|14||1|AG000060590|EL-GOLEA GSN|0|1|166
AG000060590-6-2004-05-85-0|2|2004-05-01 00:00:00+00|1|30.5667|2.8667|2|85|005|304.83|0|14||1|AG000060590|EL-GOLEA GSN|0|1|166
AG000060590-6-2004-05-85-1|2|2004-05-01 00:00:00+00|1|30.5667|2.8667|2|85|005|289.60|1|14||1|AG000060590|EL-GOLEA GSN|0|1|166
AG000060590-6-2004-05-85-2|2|2004-05-01 00:00:00+00|1|30.5667|2.8667|2|85|005|297.22|2|14||1|AG000060590|EL-GOLEA GSN|3|1|166
AG000060590-6-2004-05-44-13|2|2004-05-01 00:00:00+00|1|30.5667|2.8667|1|44|710|0.0|13|14||1|AG000060590|EL-GOLEA GSN|0|1|166
AG000060590-6-2004-06-85-0|2|2004-06-01 00:00:00+00|1|30.5667|2.8667|2|85|005|312.30|0|14||1|AG000060590|EL-GOLEA GSN|0|1|166
AG000060590-6-2004-06-85-1|2|2004-06-01 00:00:00+00|1|30.5667|2.8667|2|85|005|294.63|1|14||1|AG000060590|EL-GOLEA GSN|0|1|166
AG000060590-6-2004-06-85-2|2|2004-06-01 00:00:00+00|1|30.5667|2.8667|2|85|005|303.46|2|14||1|AG000060590|EL-GOLEA GSN|3|1|166
AG000060590-6-2004-06-44-13|2|2004-06-01 00:00:00+00|1|30.5667|2.8667|1|44|710|0.0|13|14||1|AG000060590|EL-GOLEA GSN|0|1|166
AG000060590-6-2004-07-85-1|2|2004-07-01 00:00:00+00|1|30.5667|2.8667|2|85|005|298.66|1|14||1|AG000060590|EL-GOLEA GSN|0|1|166
AG000060590-6-2004-08-85-0|2|2004-08-01 00:00:00+00|1|30.5667|2.8667|2|85|005|316.16|0|14||1|AG000060590|EL-GOLEA GSN|0|1|166
AG000060590-6-2004-08-85-1|2|2004-08-01 00:00:00+00|1|30.5667|2.8667|2|85|005|299.74|1|14||1|AG000060590|EL-GOLEA GSN|0|1|166
AG000060590-6-2004-08-85-2|2|2004-08-01 00:00:00+00|1|30.5667|2.8667|2|85|005|307.95|2|14||1|AG000060590|EL-GOLEA GSN|3|1|166
AG000060590-6-2004-08-44-13|2|2004-08-01 00:00:00+00|1|30.5667|2.8667|1|44|710|0.0|13|14||1|AG000060590|EL-GOLEA GSN|0|1|166
AG000060590-6-2004-09-85-0|2|2004-09-01 00:00:00+00|1|30.5667|2.8667|2|85|005|308.54|0|14||1|AG000060590|EL-GOLEA GSN|0|1|166
AG000060590-6-2004-09-85-1|2|2004-09-01 00:00:00+00|1|30.5667|2.8667|2|85|005|293.50|1|14||1|AG000060590|EL-GOLEA GSN|0|1|166
AG000060590-6-2004-09-85-2|2|2004-09-01 00:00:00+00|1|30.5667|2.8667|2|85|005|301.02|2|14||1|AG000060590|EL-GOLEA GSN|3|1|166
AG000060590-6-2004-09-44-13|2|2004-09-01 00:00:00+00|1|30.5667|2.8667|1|44|710|1.0|13|14||1|AG000060590|EL-GOLEA GSN|0|1|166
AG000060590-6-2004-10-44-13|2|2004-10-01 00:00:00+00|1|30.5667|2.8667|1|44|710|0.0|13|14||1|AG000060590|EL-GOLEA GSN|0|1|166
AG000060590-6-2004-11-85-0|2|2004-11-01 00:00:00+00|1|30.5667|2.8667|2|85|005|292.72|0|14||1|AG000060590|EL-GOLEA GSN|0|1|166
AG000060590-6-2004-11-85-1|2|2004-11-01 00:00:00+00|1|30.5667|2.8667|2|85|005|281.23|1|14||1|AG000060590|EL-GOLEA GSN|0|1|166
AG000060590-6-2004-11-85-2|2|2004-11-01 00:00:00+00|1|30.5667|2.8667|2|85|005|286.97|2|14||1|AG000060590|EL-GOLEA GSN|3|1|166
AG000060590-6-2004-11-44-13|2|2004-11-01 00:00:00+00|1|30.5667|2.8667|1|44|710|35.1|13|14||1|AG000060590|EL-GOLEA GSN|0|1|166
